Tour;Tournament Year;Tournament #;Permanent Tournament #;Course #;Team ID;Team Number;Player Number;Player Name;Round Number;Event Name;Course Name;Course Par;Course Yardage;Tee Time;Round Score;End of Round Finish Pos. (numeric);End of Round Finish Pos. (text); End of Event Pos. (numeric);End of Event Pos. (text);In Playoff;Eagles;Eagles(Rank);Birdies;Birdies (Rank);Pars;Bogeys;Bogeys (Rank);Doubles;Others;Total Holes Over Par; Bogey Avoidance Rank;Longest Drive;Longest Drives(Rank);Driving Distance(Total Distance);Driving Distance(Total Drives);Driving Distance(Rank);Driving Dist. - All Drives(Tot. Dist.);Driving Dist. - All Drives(# of Drives);Driving Dist. - All Drives(Rank);Drives Over 300 Yards (# of Drives);Driving Acc. %(Fairways Hit);Driving Acc. %(Possible Fairways);Driving Accuracy Rank;Left Rough Tendency(Total Left Rough);Right Rough Tendency(Total Right Rough);App.   50-75 yds(ft);App.   50-75 yds(attempts);App.   75-100 yds(ft);App.   75-100 yds(attempts);App.   100-125 yds(ft);App.   100-125 yds(attempts);Approaches   50-125 Yards(ft);Approaches   50-125 Yards(attempts);Approaches   125-150 Yards(ft);Approaches   125-150 Yards(attempts);Approaches   150-175 Yards(ft);Approaches   150-175 Yards(attempts);Approaches   175-200 Yards(ft);Approaches   175-200 Yards(attempts);Approaches   >200 Yards(ft);Approaches   >200 Yards(attempts);App.   50-75 yds(ft) - Rough;App.   50-75 yds(attempts) - Rough;App.   75-100 yds(ft) - Rough;App.   75-100 yds(attempts) - Rough;App.   100-125 yds(ft) - Rough;App.   100-125 yds(attempts) - Rough;Approaches   50-125 Yards(ft) - Rough;Approaches   50-125 Yards(attempts) - Rough;Approaches   125-150 Yards(ft) - Rough;Approaches   125-150 Yards(attempts) - Rough;Approaches   150-175 Yards(ft) - Rough;Approaches   150-175 Yards(attempts) - Rough;Approaches   175-200 Yards(ft) - Rough;Approaches   175-200 Yards(attempts) - Rough;Approaches   >200 Yards(ft) - Rough;Approaches   >200 Yards(attempts) - Rough;Total Holes Played;Total Greens in Regulation;GIR Rank;Total Distance(ft) Prox to Hole; # of Attempts Prox to Hole;Proximity to Hole (Rank);Fairway Prox(attempts);Fairway Prox(distance in ft);Fairway Prox (Rank);Rough Prox(attempts);Rough Prox(distance in ft);Rough Prox (Rank);Left Rough Prox(attempts);Left Rough Prox(distance in ft);Right Rough Prox(attempts);Right Rough Prox(distance in ft);Going for Green(attempts);Going for Green(non-attempts);Going for the Green(successes);Scrambling Par or Better;Scrambling Missed GIR;Scrambling (Rank);Scrambling Proximity (Total Distance);Scrambling Proximity (# of shots);Scrambling Proximity (rank);Scrambling from the Rough(successes);Scrambling from the Rough(attempts);Scrambling from the Fringe(successes);Scrambling from the Fringe(attempts);Scrambling   >30 Yards(successes); Scrambling   >30 Yards(attempts);Scrambling   20-30 Yards(successes); Scrambling   20-30 Yards(attempts);Scrambling   10-20 Yards(successes); Scrambling   10-20 Yards(attempts);Scrambling   < 10 Yards(successes); Scrambling   < 10 Yards(attempts);Sand Save %(# Saves);Sand Save %(# Bunkers);Sand Save (Rank);Prox to Hole from Sand(Total Distance); Prox to Hole from Sand(# of Shots);Total Hole Outs;Longest Hole Out(yards);Overall Putting Avg(# of Putts); Putting Avg(GIR Putts);One-Putt %(# of One Putts);3-Putt Avoid(Total 3 Putts);Approach Putt Performance(attempts);Approach Putt Performance(ft));Avg Distance of Putts Made(Total Distance of Putts);Putting   3'(attempts);Putting   3'(putts made);Putting   4'(attempts);Putting   4'(putts made);Putting   5'(attempts);Putting   5'(putts made);Putting   6'(attempts);Putting   6'(putts made);Putting   7'(attempts);Putting   7'(putts made);Putting   8'(attempts);Putting   8'(putts made);Putting   9'(attempts);Putting   9'(putts made);Putting   10'(attempts);Putting   10'(putts made);Putting Inside 5' (putts made);Putting Inside 5' (attempts);Putting Inside 5 Feet (Rank);Putting   5' - 10' (putts made);Putting   5' - 10' (attempts);Putting   5' - 10' (Rank);Putting   4'-8'(attempts);Putting   4'-8'(putts made);Putting   4' - 8' (Rank);Putting-Inside 10'(attempts);Putting-Inside 10'(putts made);Putting-Inside 10'(rank);Putting   10'-15'(attempts);Putting   10'-15'(putts made);Putting   10'-15'(rank);Putting   15-20'(attempts);Putting   15'-20'(putts made);Putting   15'-20'(rank);Putting   20'-25'(attempts);Putting   20'-25'(putts made);Putting   20'-25'(rank);Putting   >25'(attempts);Putting   >25'(putts made);Putting   >25'(rank);Putting   > 10' (putts made);Putting   > 10' (attempts);Putting   > 10' (rank);Total Putts Gained;
R;2014;030;494;800;  ;000;28259;Bae, Sang-Moon;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:40;074;072;  72;068; T68;;  00000000000;  9;          3;46;         11;          3;40;          1;;              4;049;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000006;00000000014;  72;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000012;36;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000003;00000000006;38;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000004;32;  ;00000000000;00000000000;00000000000;00000000031;00000000022;00000000006;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;28307;Every, Matt;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:30;068;056; T56;047; T47;;  00000000000;  9;          5;13;         12;          1;3;;;              1;002;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000010;00000000014;  23;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000015;5;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000002;00000000003;17;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000005;39;  ;00000000000;00000000000;00000000000;00000000030;00000000026;00000000006;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;28475;Overton, Jeff;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:00;072;024; T24;016; T16;;  00000000000;  9;          3;46;         12;          3;40;;;              3;030;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000003;00000000014;  77;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000011;46;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000005;00000000007;14;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000003;26;  ;00000000000;00000000000;00000000000;00000000029;00000000020;00000000008;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;28500;Flores, Martin;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;10:00;074;073;  73;074;  74;;  00000000000;  9;          2;64;         13;          2;17;          1;;              3;030;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000011;00000000014;  8;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000012;36;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000004;00000000006;17;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000003;26;  ;00000000000;00000000000;00000000000;00000000032;00000000024;00000000006;00000000002;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;28697;Bhullar, Gaganjeet;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:10;071;027; T27;033; T33;;  00000000001;  1;          4;26;          9;          3;40;          1;;              4;049;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000010;00000000014;  23;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000009;69;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000005;00000000009;34;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;44;  ;00000000000;00000000000;00000000000;00000000024;00000000012;00000000010;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;28780;Thompson, Nicholas;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:50;076;046; T46;040; T40;;  00000000000;  9;          3;46;          9;          5;73;          1;;              6;075;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000009;00000000014;  37;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000013;20;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000001;00000000005;69;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;44;  ;00000000000;00000000000;00000000000;00000000033;00000000025;00000000005;00000000002;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;29420;Horschel, Billy;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:30;072;027; T27;011; T11;;  00000000000;  9;          6;8;          7;          4;60;          1;;              5;066;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000013;00000000014;  1;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000011;46;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000002;00000000007;66;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000003;44;  ;00000000000;00000000000;00000000000;00000000026;00000000018;00000000008;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;29479;Brown, Scott;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:20;075;070; T70;072;  72;;  00000000000;  9;          1;73;         13;          4;60;;;              4;049;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000011;00000000014;  8;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000010;58;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000004;00000000008;38;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;44;  ;00000000000;00000000000;00000000000;00000000031;00000000019;00000000005;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;29518;Steele, Brendan;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:00;072;046; T46;025; T25;;  00000000000;  9;          2;64;         14;          2;17;;;              2;013;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000008;00000000014;  49;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000011;46;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000006;00000000007;5;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;1;  ;00000000000;00000000000;00000000000;00000000029;00000000021;00000000008;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;30110;Stanley, Kyle;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:50;068;009;  T9;019; T19;;  00000000000;  9;          6;8;         10;          2;17;;;              2;013;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000008;00000000014;  49;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000012;36;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000005;00000000006;6;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000027;00000000020;00000000010;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;30692;Stallings, Scott;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:00;078;066; T66;047; T47;;  00000000000;  9;          4;26;          9;          2;17;          1;          2;              5;066;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000008;00000000014;  49;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000012;36;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000001;00000000006;72;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;1;  ;00000000000;00000000000;00000000000;00000000028;00000000020;00000000008;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;30926;Kirk, Chris;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:40;072;016; T16;025; T25;;  00000000000;  9;          4;26;         10;          4;60;;;              4;049;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000011;00000000014;  8;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000009;69;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000005;00000000009;34;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000026;00000000014;00000000010;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;30978;Aphibarnrat, Kiradech;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;10:00;069;003;  T3;003;  T3;;  00000000001;  1;          3;46;         13;;1;          1;;              1;002;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000010;00000000014;  23;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000015;5;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000002;00000000003;17;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;1;  ;00000000000;00000000000;00000000000;00000000031;00000000027;00000000005;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;31121;Henson, Berry;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:30;072;056; T56;047; T47;;  00000000000;  9;          3;46;         12;          3;40;;;              3;030;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000007;00000000014;  63;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000015;5;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000001;00000000003;64;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;1;  ;00000000000;00000000000;00000000000;00000000033;00000000028;00000000004;00000000001;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;31323;Woodland, Gary;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:30;067;003;  T3;002;   2;P;  00000000000;  9;          7;1;          9;          2;17;;;              2;013;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000009;00000000014;  37;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000014;8;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000002;00000000004;38;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000027;00000000021;00000000009;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;31420;Lahiri, Anirban;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:30;075;064;  64;035; T35;;  00000000000;  9;          4;26;          9;          3;40;          2;;              5;066;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000007;00000000014;  63;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000008;76;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000005;00000000010;38;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000027;00000000014;00000000007;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;32102;Fowler, Rickie;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:00;073;046; T46;019; T19;;  00000000000;  9;          2;64;         13;          3;40;;;              3;030;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000010;00000000014;  23;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000008;76;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000007;00000000010;16;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000002;00000000002;1;  ;00000000000;00000000000;00000000000;00000000029;00000000016;00000000007;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;32105;Fung, Nicholas;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:50;071;069;  69;063;  63;;  00000000001;  1;          2;64;         12;          3;40;;;              3;030;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000008;00000000014;  49;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000009;69;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000006;00000000009;17;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;  ;00000000000;00000000000;00000000000;00000000026;00000000015;00000000010;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;32150;Thompson, Michael;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;09:00;068;032; T32;035; T35;;  00000000000;  9;          5;13;         12;          1;3;;;              1;002;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000012;00000000014;  3;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000014;8;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000003;00000000004;9;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000003;00000000004;24;  ;00000000000;00000000000;00000000000;00000000029;00000000024;00000000007;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
R;2014;030;494;800;  ;000;32200;Castro, Roberto;03;CIMB Classic;Kuala Lumpur Golf & CC;72;06967;08:20;070;032; T32;035; T35;;  00000000000;  9;          3;46;         14;          1;3;;;              1;002;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;00000000009;00000000014;  37;00000000000;00000000000;;000;;000;;000;;00000000000;;000;;000;;000;;000;  ;;;;;;;;;;;;;;;;00000000018;  00000000010;58;;00000000000;  ;00000000000;;;00000000000;;;00000000000;;00000000000;;  00000000000;00000000000;00000000000;00000000007;00000000008;4;;;;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000001;00000000001;1;  ;00000000000;00000000000;00000000000;00000000026;00000000017;00000000010;00000000000;00000000000;;00000000000;00000000000;00000000000;00000000000;00000000000;  00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;00000000000;;;;;  ;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;00000000000;00000000000;;;;;   .000;
